,post_id,title,sentence,job_code_1A,job_code_1B,company,post_date,industry_id,industry_name,sector_id,sector_title,branch_id,branch_title,sub_branch_id,sub_branch_title,pjt_matched_other_branch_id,batch_id,run_no,job_salary_min,job_salary_max,job_salary_average,job_salary_unit,job_salary_remarks,job_salary_estimated,job_employment_type,job_employment_type_description,qualification,education_level,education_level_title,experience,working_experience,is_part_time,is_freelance,is_full_time,principal_job_title_matched,pjt_is_matched_custom_rule
606,7594135,crm clerk / customer service clerk,"pivot table  ,   vlookup function  ) ;  good command of both written and spoken english and chinese ;  immediate available is preferred ;  staff benefits maximum 16 days annual leave、public holiday、birthday leave、marriage leave、performance bonus、free gift、medical and dental insurance ;  we offer 5 days work  ,   attractive remuneration and career development opportunities ;  interested parties please send full resume with expected salary to hra department by email to recruit@herbs.hk ;  learn more about us at www.herbs.hk   *  personal data collected will be used for recruitment purpose only ;  responsibilities  : ;  provide administration and clerical support to crm department ;  draw a data  ,   call list and mailing list ;  prepare regular sales report and statistical analysis in daily and monthly basis ;  prepare sales invoice and related documents ;  coordinate between internal departments and customers ;  responsible for member survey and dm mailing ;  arrange courier and delivery schedule ;  perform ad hoc project as assigned ;  working location  :   tsim sha tsui ;  requirements ;  dse or above with 1 year relevant experience is preferred ;  strong sense of responsibilities  ,   detailed minded  ,   well organized  ,   self motivated & hardworking ;  good communication skills and able to work independently ;  proficient in ms word  ,   powerpoint  ,   chinese word processing and especially in excel   (  e.g",515/514,215,Herbs Generation International Limited,4/6/2020 8:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,41,Other retail sale not via stores and movable stalls,0,202004,10,0,0,0,0,--,0,1,Full Time,DSE,0,#N/A,1,1,0,0,1,1,1
1047,6204828,crm clerk / customer service clerk,"responsibilities  : ;  provide administration and clerical support to crm department ;  draw a data  ,   call list and mailing list ;  prepare regular sales report and statistical analysis in daily and monthly basis ;  prepare sales invoice and related documents ;  coordinate between internal departments and customers ;  responsible for member survey and dm mailing ;  arrange courier and delivery schedule ;  perform ad hoc project as assigned ;  working location  :   tsim sha tsui ;  requirements ;  dse or above with 1 year relevant experience is preferred ;  strong sense of responsibilities  ,   detailed minded  ,   well organized  ,   self motivated & hardworking ;  good communication skills and able to work independently ;  proficient in ms word  ,   excel  ,   powerpoint and chinese word processing ;  good command of both written and spoken english and chinese ;  immediate available is preferred ;  staff benefits ;  maximum 16 days annual leave、public holiday、birthday leave、marriage leave、performance bonus、free gift、medical and dental insurance ;  we offer 5 days work  ,   attractive remuneration and career development opportunities ;  interested parties please send full resume with expected salary to hra department by email to recruit@herbs.hk ;  learn more about us at www.herbs.hk ;  *  personal data collected will be used for recruitment purpose only",#N/A,,Herbs Generation International Limited,2/3/2020 8:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,41,Other retail sale not via stores and movable stalls,0,202002,7,0,0,0,0,--,0,1,Full Time,DSE  ,0,#N/A,1 ,1,0,0,1,1,1
314,12248900,crm specialist - global fintech startup,"crypto.com was founded in 2016 on a simple belief  :   it's a basic human right for everyone to control their money  ,   data  ,   and identity ;  with over 2 million users on its platform today  ,   crypto.com provides a powerful alternative to traditional financial services  ,   turning its vision of   ""  cryptocurrency in every wallet  ""   into reality  ,   one customer at a time ;  crypto.com is built on a solid foundation of security  ,   privacy and compliance and is the first cryptocurrency company in the world to have ccss level 3  ,   iso27001  :  2013 and pci  :  dss 3.2.1  ,   level 1 compliance ;  crypto.com is headquartered in hong kong with a 400+ strong team ;  for more information  ,   please visit  www.crypto.com ;  about the role ;  we are seeking a crm specialist to ensure smooth execution of cross channel communications  ,   with a focus on nurturing customer relationships ;  the crm specialist will also drive engagement by proposing new  ,   relevant campaign ideas ;  this role is intended to facilitate and improve the engagement efforts of product  ,   strategy  ,   and marketing teams at crypto.com ;  responsibilities ;  propose  ,   design  ,   and launch crm campaigns in collaboration with product  ,   marketing  ,   and compliance teams ;  drive engagement and propose new relevant campaigns ;  if you’re feeling creative  ,   feel free to put that hat on and make your communication ideas come to life ;  collaborate with analytics and product teams to visualise and make sense of data with business objectives and product funnels in mind ;  work closely with the marketing team to ensure consistency of communication in campaigns ;  execute a  /  b tests and own analysis of results to ensure maximum impact and effectiveness ;  establish workflows and standards for entering data into crm platform ;  establish best practices and standards for executing cross channel and single channel campaigns ;  assess and improve the usage of crm platform  ,   and automate daily tasks ;  customise and pull engagement and marketing reports from the crm  ,   and analyse reports to determine what kind of customer trends the business should respond to ;  troubleshoot user or software errors that affect the efficiency of the interaction between people and technology ;  requirements ;  bachelor’s degree in relevant field ;  excellent command of english  ,   both written and verbally ;  proven experience with crm software   (  like braze  ,   hubspot  ,   zoho  ,   marketo  ,   sugarcrm  ,   sendgrid or similar  ) ;  2+ years of work experience in a field related to one or more of the following  :   e commerce  ,   finance  ,   fintech  ,   digital marketing  ,   loyalty programmes  ,   product marketing  ,   mobile apps ;  experience in copywriting and  /  or design is a plus ;  knowledge in b2c and b2b communications experience is a plus ;  strong understanding of investors and investment products ;  proficiency with html  ,   css  ,   sql  ,   python  ,   and other programming languages where relevant ;  a strong eye for detail and precision",0,000,Foris Limited,10/5/2020 8:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,40,Retail sale via mail order or internet,0,202010,2,0,0,0,#N/A,#N/A,0,1,Full Time,Not Specified,3,BACHELOR,Not Specified,2,0,0,0,0,0
750,6985936,customer care manager,"job description ;  our client is well established financial institution with a steadily growing business portfolio in hong kong ;  as part of continued growth  ,   a unique opportunity has arisen for a customer service professional to join their expanding business ;  report directly to team head  ,   you will be the key member of the team to ensure verbal and written complaints and feedback are handled professionally according to services quality standard  ,   internal policies and regulatory guidelines ;  you will perform investigation and analysis on complaints cases and liaise with internal stakeholders to identify areas of improvement ;  as an experienced member of the team  ,   you will also monitor the service quality of the calls and advise accordingly for areas of improvement to achieve service and regulatory standards ;  to qualify  ,   individuals must possess  : ;  bachelor degree or above in related discipline ;  minimum 3 years' experience in compliant handling  /   service quality management  /   customer services  ,   preferably gained in banking  ,   insurance and  /  or other financial services industry ;  strong analytical  ,   interpersonal and communication skills ;  excellent command in spoken and written english  ,   cantonese and   /   or mandarin ;  contact chloe yang at   (  852  )   3103 4311   /   [email protected] or apply now by clicking the button below quoting reference number cy 24111 ;  www.ambition.com.hk data provided is for recruitment purposes only",215,117,Ambition,3/6/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202003,8,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,3,BACHELOR,#N/A,3,0,0,0,1,1
926,6932227,customer relations officer,"職責： 負責禮品包裝及解答顧客查詢  (  12 15 天有薪年假  , 購物折扣優惠及公眾假期 17 天  ) ;  資歷： 中五程度 ;  良好粵語 ;  良好英語 ;  懂讀寫中文 ;  懂讀寫英文 ;  主動,積極,具備良好顧客服務態度 ;  待遇： 每月底薪連勤工獎及津貼  $  12  ,  400 或以上  ( 視乎工作經驗而定),有年終賞金,公積金計劃,醫療計劃(包括家屬),有薪休息日  ,   上午 9 時半至下午 10 時(視乎店舖需要而定 )   ,   每週工作 6 天  ,   每天工作 8.5 小時  ,   輪班,輪休   (  另有 1 小時有薪用膳時間  )",215,,GREAT,3/4/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202003,8,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,0,#N/A,#N/A,0,0,0,0,1,1
607,12548777,customer relations officer / assistant (全職/兼職),完善福利包括  : ;  佣金 ;  年假 ;  營業額達標獎金 ;  在職培訓 ;  職責 ;  獨立管理分店日常運作 ;  接待家⾧以及解答家⾧㇐般查詢 ;  課程介紹及推廣 ;  文書處理及行政工作 ;  保持課室環境及設施整潔 ;  入職要求 ;  具基本電腦操作知識 ;  良好溝通技巧 ;  有責任感、能獨立處事、守時 ;  主動積極、對工作有熱誠及有愛心 ;  具客戶服務經驗者可獲優先考慮 ;  工作地點  : ;  香港，九龍及新界各區 ;  有意者請將電郵至 affairs @ppaod.com 索取申請表格 ;  (  收集所得個人資料絕對保密及只作招聘用途),215/514,215,-,12/2/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202012,2,0,0,0,0,--,0,1,Full Time,--,0,#N/A,--,0,1,0,1,1,1
413,8250875,customer relations representative (ref: crr-escm),"responsibilities ;  handle customer enquiries and complaints ;  update crm systems record during daily calling activities ;  prepare appointment booking in operations system ;  coordination with other internal  /  external parties ;  working hour ;  5 days work per week ;  9am to 6pm ;  working location ;  kowloon bay ;  requirements ;  form 5 or above ;  1 2 years’ relevant experience in hotline  /   call centre  /   customer service field ;  effective interpersonal skill in customer relationship with good telephone manner ;  communication skills in english  /  putonghua will be an advantage ;  knowledge in ms office applications include chinese word processing ;  knowledge in electrical appliance product will be an advantage ;  we offer competitive salary  ,   discretionary bonus  ,   medical insurance  ,   provident fund  ,   life and personal accident insurance  ,   annual leave and staff purchase discount ;  interested candidates please send your resume with salary expectation by email",215,215,"Dah Chong Hong, Limited",5/23/2020 8:00:00,20,Retail Trade,1,#N/A,10,Telecommunications Equipment and Electrical Goods,39,"Retail sale of electrical goods (excl. machinery, office and telecommunications equipment and appliances, audio and video equipment)",0,202005,7,0,0,0,#N/A,#N/A,0,1,Full Time,Not Specified,5,FORM 5/6/7,Not Specified,0,0,0,0,1,1
1193,8006927,customer relations representative (ref: crr-escm),"responsibilities ;  handle customer enquiries and complaints ;  update crm systems record during daily calling activities ;  prepare appointment booking in operations system ;  coordination with other internal  /  external parties ;  working hour ;  5 days work per week ;  9am to 6pm ;  working location ;  kowloon bay ;  requirements ;  post secondary or above ;  1 2 years’ relevant experience in hotline  /   call centre  /   customer service field ;  effective interpersonal skill in customer relationship with good telephone manner ;  communication skills in english  /  putonghua will be an advantage ;  knowledge in ms office applications include chinese word processing ;  knowledge in electrical appliance product will be an advantage ;  we offer competitive salary  ,   discretionary bonus  ,   medical insurance  ,   provident fund  ,   life and personal accident insurance  ,   annual leave and staff purchase discount ;  interested candidates please send your resume with salary expectation by email",#N/A,,"Dah Chong Hong, Limited",4/26/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",16,"Retail sale of electrical household appliances, furniture and other household articles",0,202004,10,0,0,0,#N/A,#N/A,0,1,Full Time,Not Specified,0,#N/A,Not Specified,0,0,0,1,1,1
57,12406424,customer relations representative/ assistant officer (ref: crr-ead),"responsibilities ;  handle customer enquiries and complaints ;  update crm systems record during daily calling activities ;  prepare appointment booking in operations system ;  coordination with other internal  /  external parties ;  working hour ;  5 days work per week ;  9am to 6pm ;  working location ;  kowloon bay ;  requirements ;  form 5 or above ;  1 2 years’ relevant experience in hotline  /   call centre  /   customer service field ;  effective interpersonal skill in customer relationship with good telephone manner ;  communication skills in english  /  putonghua will be an advantage ;  knowledge in ms office applications include chinese word processing ;  knowledge in electrical appliance product will be an advantage ;  candidate with more experiences may be considered as assistant officer ;  we offer competitive salary  ,   discretionary bonus  ,   medical insurance  ,   provident fund  ,   life and personal accident insurance  ,   annual leave and staff purchase discount ;  interested candidates please send your resume with salary expectation by email",514,514,"Dah Chong Hong, Limited",11/21/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",16,"Retail sale of electrical household appliances, furniture and other household articles",0,202011,2,0,0,0,#N/A,#N/A,0,1,Full Time,School Certificate,5,FORM 5/6/7,2 years,0,0,0,0,1,1
1393,8453610,customer relations representative/ assistant officer (ref: crr-ead),"responsibilities ;  handle customer enquiries and complaints ;  update crm systems record during daily calling activities ;  prepare appointment booking in operations system ;  coordination with other internal  /  external parties ;  working hour ;  5 days work per week ;  9am to 6pm ;  working location ;  kowloon bay ;  requirements ;  form 5 or above ;  1 2 years’ relevant experience in hotline  /   call centre  /   customer service field ;  effective interpersonal skill in customer relationship with good telephone manner ;  communication skills in english  /  putonghua will be an advantage ;  knowledge in ms office applications include chinese word processing ;  knowledge in electrical appliance product will be an advantage ;  candidate with more experiences may be considered as assistant officer ;  we offer competitive salary  ,   discretionary bonus  ,   medical insurance  ,   provident fund  ,   life and personal accident insurance  ,   annual leave and staff purchase discount ;  interested candidates please send your resume with salary expectation by email",#N/A,,"Dah Chong Hong, Limited",6/12/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",16,"Retail sale of electrical household appliances, furniture and other household articles",0,202006,10,0,0,0,#N/A,#N/A,0,1,Full Time,Not Specified,5,FORM 5/6/7,Not Specified,0,0,0,0,1,1
226,12469416,customer relationship management lead,"responsibilities  : ;  participate and conduct crm reporting and analytics leveraging data from salesforce and auto line customer database ;  master the use of excel and other business intelligence tools   (  e.g ;  alteryx  )   to design and develop reports ;  work with large amounts of raw data to cleanse and transform data into clean  ,   usable data forms ;  able to identify and interpret trends or patterns in complex data  ,   generate evidence to support the identified market and customer segment growth opportunities ;  assist to his  /  her manager in communicating complex ideas via dashboards and reporting visualizations to sales and marketing teams ;  participate and execute testing of salesforce change request and new customer journeys in support of the release plan ;  work closely with local it and operations teams to collect business requirements and document process diagrams and flows  ,   data mapping on the salesforce  /  crm application change management ;  work with various salesforce agencies to implement the global regional and local salesforce journeys ;  facilitate update and continuous feedback from local cross teams on any salesforce enhancement  /  customer journey optimization needed to cope with new business priorities ;  requirements  : ;  bachelor degree or above in computer science  ,   information systems or related discipline ;  holder or salesforce administrator and platform app builder certification an advantage ;  with proven project experience with salesforce and equivalent marketing automation tools ;  experience in power bi an advantage ;  good communication and interpersonal skills  ,   analytical  ,   detailed  ,   self motivated and a good team player ;  excellent command in written and spoken english and chinese ;  we offer year end bonus and medical scheme to the right candidate ;  please send full detailed resume with contact telephone number  ,   current and expected salary to the   human resources division  ,   inchcape hong kong limited  ,   11  /  f  ,   tower b  ,   manulife financial centre  ,   223 231 wai yip street  ,   kwun tong  ,   kowloon  ,   hong kong or through online application ;  personal data provided by applicants will be used for recruitment purpose only and will be destroyed after 3 months ;  applicants who are not contacted within 8 weeks should consider their applications unsuccessful ;  all applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security",000,226,Inchcape Hong Kong Limited,11/13/2020 8:00:00,20,Retail Trade,1,#N/A,3,Fuel and Transport Equipment,7,"Retail sale of motor vehicles, motorcycles and other transport equipment",0,202011,2,0,0,0,#N/A,#N/A,0,1,Full Time,Degree,3,BACHELOR,3 years,0,0,0,0,0,0
1202,11612582,"customer relationship officer, digital marketing","responsibilities  : ;  communicate with customers proactively to enhance their shopping experience and resolve their enquiries tactfully ;  formulate and implement strategies to develop and enhance customer relationship and loyalty ;  assist in daily order management to ensure quality customer service per pre set standards ;  conduct market researches to develop a deep understanding of consumer behaviors  ,   needs and motivations  ,   and identify business opportunities and areas of enhancements ;  liaise with in house departments to meet marketing deliverables ;  ad hoc tasks as assigned   requirements  : ;  associate   /   bachelor degree or above in business  ,   marketing discipline or equivalent ;  at least 1 2 years relevant experience in e commerce  ,   customer service preferred ;  strong communication and interpersonal skills ;  proactive  ,   mature  ,   well organized  ,   self motivated  ,   good team player who is able to work independently under fast paced working environment and able to meet tight schedules ;  passionate about online marketing  ,   social media  ,   fashion and lifestyle brands ;  working knowledge of microsoft office programs   (  word  ,   excel  ) ;  good command of written and spoken in english  ,   chinese   (  cantonese  ,   mandarin  ) ;  immediately available is preferred",#N/A,,Maverick Concept Limited,8/11/2020 8:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,40,Retail sale via mail order or internet,0,202008,4,0,0,0,#N/A,#N/A,0,1,Full Time,Non-Degree Tertiary,3,BACHELOR,1 year,1,0,0,0,1,1
1377,11947093,customer service assistant - checkout,"職責： 負責店舖日常收銀程序、解答顧客查詢及處理店舖日常工作 ;  資歷： 中三程度 ;  良好粵語 ;  一般英語 ;  懂閱讀中文 ;  懂閱讀英文 ;  待遇： 每月  $  11  ,  200  ,   有每月勤工獎金  $  500  ,   年假 12 天  ,   銀行假期  ,   醫療福利  ,   超時工作津貼  ,   每月交通津貼  $  1000 及雙糧  ,   上午 8 時至下午 10 時  ,   每週工作 6 天,輪班,輪休  ,   每天工作 8.5 小時",#N/A,,FUSION,8/28/2020 8:00:00,20,Retail Trade,1,#N/A,2,Supermarkets,4,Supermarkets,0,202008,4,11200,11200,11200,0,"$11,200 per month",11200,1,Full Time,Secondary 3,0,#N/A,0 Year(s),0,0,0,0,1,1
802,6951151,customer service assistant - grocery,"職責： 負責處理貨品上落架、貨品陳列、解答顧客查詢及處理店舖日常工作   (  12 15 天有薪年假及購物折扣優惠及公眾假期 17 天   ) ;  資歷： 中三程度 ;  良好粵語 ;  一般英語 ;  懂讀寫中文 ;  懂閱讀英文 ;  主動,積極,具備良好顧客服務態度,具相關工作經驗優先 ;  待遇： 每月底薪連勤工獎及津貼  $  12  ,  400 或以上  ( 視乎工作經驗而定),有年終賞金,公積金計劃,醫療計劃(包括家屬),有薪休息日  ,   上午 8 時至下午 11 時(視乎店舖需要 )   ,   每週工作 6 天,輪班,輪休  ,   每天工作 8.5 小時(另有 1 小時有薪用膳時間  )",312,312,GREAT,3/4/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202003,8,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,0,#N/A,#N/A,0,0,0,0,1,1
117,11296432,customer service assistant 顧客服務助理,"job responsibilities  : ;  to provide professional advice on wine selection ;  to provide excellent customer service to customers ;  to assist in daily sales operations ;  job requirements  : ;  proactive  ,   passionate  ,   good communication and active selling skills ;  good spoken english  cantonese ;  candidates with more experience will be considered as wine advisor ;  recruitment week ;  date  :   monday   friday   (  except general holiday  ) ;  time  :   09  :  00   18  :  00 ;  location  :   17  /  f  ,   cct telecommunication building  ,   11 wo shing street  ,   fotan  ,   n.t ;  date  :   monday   friday ;  time  :   12  :  00   20  :  00 ;  location  : ;  shop 3019  ,   podium level three of ifc mall  ,   8 finance street  ,   central  ,   hk ;  shop 313a  ,   level 3  ,   ocean centre  ,   harbour city  ,   3 27 canton road  ,   tsim sha tsui  ,   kln ;  shop 5a  ,   lower ground floor  ,   apm  ,   millennium city 5  ,   418 kwun tong road  ,   kwun tong  ,   kln",514,514,Watson's Wine,1/6/2020 0:00:00,20,Retail Trade,1,#N/A,1,"Food, Beverages and Tobacco",2,"Retail sale of food, beverages and tobacco in specialised stores",0,202001,14,0,0,0,0,-,0,1,Full Time,"Master's degree, Degree, Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,0-3,0,0,0,1,1,1
1294,12183612,customer service officer / receptionist,job duties  : ;  provide excellent customer service to our customers and users ;  handle enquiries from customers and users ;  maintain reception area and all common areas in a clean and tidy manner at all times ;  provide general and administrative support ;  handle incoming and outgoing mail ;  requirements  : ;  form 7 or above with 2 years relevant working experience ;  good command of spoken english and mandarin ;  customer oriented with good communication skills,#N/A,,DCH Motors (Used Car Centre) Limited,8/19/2020 0:00:00,20,Retail Trade,1,#N/A,3,Fuel and Transport Equipment,7,"Retail sale of motor vehicles, motorcycles and other transport equipment",0,202008,4,0,0,0,0,-,0,1,Full Time,F.5- F.7 or DSE,5,FORM 5/6/7,5-10,2,0,0,0,1,1
469,11632813,customer service officer / senior customer service officer (e-commerce),"yoho is a leading online shopping platform   (  www.yohohongkong.com  )   and looking for high caliber candidates to join our company ;  yoho's vision is to provide customers with the best products at great prices with great service ;  we pride ourselves on getting our products to customers quickly and reliably  ,   through online and offline channels ;  we always have opening for talents ;  if you are dedicated to develop your career in the fast growing internet industries  ,   feel free to send us your resume and we will fit you to the best position ;  learn more about us  :   www.yohohongkong.com ;  #ecommerce #newretail #o2o ;  responsibilities  : ;  deliver excellent service in consulting solutions and improve customers’ satisfactory level through web chat  ,   email and telephone contacts ;  work closely with internal parties to ensure timely  ,   efficient and effective service to customers ;  assist in other adhoc assignments as required ;  requirements  : ;  strong communication and problem solving skill ;  hardworking  ,   self motivated  ,   able to work independently and under pressure ;  mature  ,   responsible  ,   careful ;  excellent typing speed ;  hands on experience from retailing would be an advantage ;  familiar with ms word and excel ;  shift duty is required ;  benefits  : ;  double pay ;  staff purchase discount ;  competitive remuneration ;  ecommerce start up ;  energetic and open minded team ;  work with smart coworkers ;  fun and harmonious working environment ;  valuable working experience ;  opportunities to learn e commerce and new retail technology ;  relaxed dress code",218,215,Yoho Hong Kong Limited,8/10/2020 8:00:00,20,Retail Trade,1,#N/A,9,"Durable Goods, n.e.c.",29,"Retail sale of computers, peripheral units, software and telecommunications equipment (except HSIC 474101)",0,202008,4,0,0,0,#N/A,#N/A,0,2,Part Time,Not Specified,0,#N/A,Not Specified,0,1,0,0,1,1
215,11801960,customer service officer / senior customer service officer (up to $20k),"what you will be doing  : ;  handle customers’ enquiries and respond in an efficient and professional manner ;  deliver excellent service in consulting solutions and improve customers’ satisfaction level via different channels ;  provide proactive follow up and quality services ;  work closely with internal parties to ensure timely  ,   efficient and effective service to customers ;  support special of ad hoc projects to ensure the team runs smoothly ;  who is our right fit  : ;  f.5 or above with a minimum of 2 years’ customer services experience preferred ;  highly motivated and able to work independently with strong sense of responsibility ;  a good team player and desire to work in a team oriented environment ;  excellent command of english  ,   cantonese and mandarin ;  proficiency in chinese word processing & ms office is essential ;  excellent service manner  ,   self motivated  ,   detailed minded  ,   positive thinking and willing to work under pressure ;  immediate available is highly preferred ;  possess recognized insurance licenses candidates   (  with pass iiqe examination paper 1  ,   2  ,   3  )   will be considered to employ as customer service executive   /   senior customer service executive   (  insurance  ) ;  flexible working hours ;  non overnight shift duty",215,215,Hong Kong Television Network Limited,9/2/2020 8:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,40,Retail sale via mail order or internet,0,202009,5,0,0,0,#N/A,#N/A,0,2,Part Time,School Certificate,0,#N/A,2 years,0,1,0,0,1,1
366,12460891,customer service officer/ senior officer (call centre),"responsibilities  : ;  collect and handle customer enquiries and feedback through inbound & outbound calls & emails ;  work with internal departments to seek for possible solutions for customers and to establish good relationships with customers ;  manage communications with customers in a friendly  ,   professional & courteous manner ;  review customer complaints and feedback and prepare related customer satisfaction reports ;  requirements  : ;  hkcee   /   dse or above ;  minimum 2 year solid customer service experience in retail industry  ,   preferable in call center and  /  or customer services ;  excellent telephone manner with good interpersonal and reporting skills ;  energetic  ,   well organized and being able to work independently ;  good command of both written and spoken cantonese  ,   english and mandarin ;  familiar with ms office and word processing   (  english & chinese  ) ;  candidates with less experience can be considered as crm officer ;  5 day work  ,   shift duty required   (  from 8  :  00am to 5  :  00pm  /   11  :  00am to 8  :  00pm  ) ;  interested parties  ,   please send your application with detailed resume stating expected salary and date of availability by clicking   ""  apply now' ;  all information will be used solely for recruitment purpose and will be destroyed when the recruitment process is finished",215,514,Kam Lung Motor Group Limited,11/27/2020 8:00:00,20,Retail Trade,1,#N/A,3,Fuel and Transport Equipment,7,"Retail sale of motor vehicles, motorcycles and other transport equipment",0,202011,2,0,0,0,#N/A,#N/A,0,1,Full Time,Degree,0,#N/A,2 years,2,0,0,0,1,1
901,5626426,customer service representative,"職責： 一般客戶服務工作  ,   負責於服務櫃檯處理客戶的詢問  ,   親自為客戶提供解決方案和建議  ,   處理客戶查詢及投訴  ,   接聽客戶服務熱線  ,   跟進客戶個案  ,   與客戶聯絡 ;  資歷： 中五程度 ;  1 年經驗 ;  良好粵語 ;  一般普通話 ;  一般英語 ;  懂讀寫中文 ;  略懂讀寫英文 ;  待遇： 每月  $  16  ,  000  ,   有銀行假期  ,   員工購物優惠  ,   醫療福利  ,   超時工作津貼 及雙糧  ,   星期一至五:中午 12 時 45 分至下午 9 時 15 分及星期六:上午 10 時 45 分至下午 4 時 15 分,每週工作 5 天至 6 天,每天工作 8  8.5 小時",215,,USANA HONG KONG LIMITED,1/2/2020 8:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,41,Other retail sale not via stores and movable stalls,0,202001,14,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,0,#N/A,#N/A,0,0,0,0,1,1
91,5975941,customer service specialist,"job highlights ;  relationship management role ;  mnc with great culture ;  regional apac scope         job description ;  our client is an mnc listed company that supplies and produces products to major global markets ;  they have a very warm and caring culture with clear career development path for their employees ;  as a senior account manager  ,   you will be based in the hk office and responsible for handling apac clients   (  singapore  ,   malaysia  ,   thailand etc.) ;  you must provide excellent customer service  ,   sell the company value and enhance client's experience ;  also  ,   you will be working closely with supply chain team to arrange product delivery schedule and support to order management and documentation ;  to qualify  ,   individuals must possess  : ;  degree holder with minimum 3 years' solid account management experience and min ;  6 years of total working experience ;  experience in energy  ,   commodity or bulk chemical business is an advantage ;  knowledge in logistic  /  supply chain handling and documentation support is an advantage ;  strong relationship management  ,   interpersonal skills and enjoy meeting with new people ;  strong written and spoken english language skills  ,   ideally with cantonese and mandarin ;  japanese is a plus but not a must ;  please contact leona tjio on   (  852  )   3103 3066 or apply now by clicking the button below quoting reference number lt23771 ;  www.ambition.com.hk ;  data provided is for recruitment purposes only ;  additional information         career level   middle         qualification   degree         years of experience   4 years         employment type   full time  ,   permanent         company website   http  :   /   /  www.ambition.com.hk         job functions   sales  ,   cs & business devpt   >   customer service   supervisor  /  officer  ,   sales  ,   cs & business devpt  ,   sales  ,   cs & business devpt   >   account servicing                      company overview     ambition is a leading global boutique recruitment business listed on the australian securities exchange ;  with coverage across hong kong  ,   singapore  ,   kuala lumpur  ,   sydney  ,   melbourne  ,   brisbane  ,   and london  ,   we specialise within the areas of banking & financial services  ,   finance & accounting  ,   sales & marketing  ,   supply chain & procurement and technology ;  additional company information         industry   human resources management   /   consultancy",514,215,Ambition,1/13/2020 8:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202001,14,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,3,BACHELOR,#N/A,3,0,0,1,1,1
247,13697677,customer service supervisor,"responsibilities  : ;  provide assistance to customer service manager in monitoring & coaching a small team of customer service officer to handle customers’ enquiries & complaints and deliver quality customer service to enhance customer satisfaction ;  review and monitor call centre performance & workflow to enhance service quality & standard ;  manage & supervise subordinates to achieve the inbound call centre related kpis such as call answer rate ;  coordinate & monitor external parties to maintain system reliability  ;  identify major complaint natures and work with internal departments for remedial action & long term improvement ;  deal with external parties   (  consumer council  /  hk tourism board  /  etc  )   to settle special complaints ;  follow up after sales service issues include but not limited to delivery  ,   installation  ,   order cancellation and return order arrangement ;  requirements  : ;  university graduate with 4 year relevant working experience with 2 3 years supervisory experience in handling customer enquiries and complaints ;  cs experience in call centre or customer service department is a must ;  experience in retail industry or electronic products is an advantage ;  strong customer service mind and result oriented towards customer service delivery ;  self driven in problem solving and proactive team leader ;  good command of spoken english  ,   cantonese and mandarin is preferable ;  shift duty on monday to saturday  ,   night shift is not required",215,247,Fortress,12/5/2020 0:00:00,20,Retail Trade,1,#N/A,10,Telecommunications Equipment and Electrical Goods,39,"Retail sale of electrical goods (excl. machinery, office and telecommunications equipment and appliances, audio and video equipment)",0,202012,2,0,0,0,0,-,0,1,Full Time,Diploma or equivalent,0,#N/A,4,2,0,0,1,1,1
